,ProactivityStrategy,#Duration,#Points,#HelpRequest,#SuggestionRequest,mean_Trust,last_Trust
443,only_none,510.0,140,0,7,3.0833333333333335,3
444,only_none,481.0,110,0,9,2.1666666666666665,2
445,only_none,471.0,180,0,7,3.8333333333333335,3
446,only_none,474.0,140,1,9,4.083333333333333,4
447,only_none,454.0,160,3,6,2.9166666666666665,3
448,only_none,476.0,150,0,7,3.4166666666666665,3
449,only_none,574.0,160,2,9,4.0,4
450,only_none,464.0,160,1,9,2.6666666666666665,3
451,only_none,415.0,150,1,7,3.75,4
452,only_none,666.0,120,0,6,3.0,3
453,only_none,549.0,150,2,9,3.25,4
454,only_none,417.0,150,0,11,3.5833333333333335,4
455,only_none,598.0,150,0,3,3.8333333333333335,4
456,only_none,597.0,130,0,5,2.9166666666666665,3
457,only_none,438.0,170,0,10,3.1666666666666665,4
458,only_none,452.0,150,0,8,3.6666666666666665,4
459,only_none,425.0,150,0,9,4.0,4
460,only_none,449.0,160,0,5,3.0,3
461,only_none,400.0,120,0,8,2.1666666666666665,2
462,only_none,479.0,150,1,8,3.4166666666666665,4
463,only_none,632.0,140,2,6,2.9166666666666665,3
464,only_none,591.0,160,2,9,2.0833333333333335,2
465,only_none,628.0,160,0,5,3.3333333333333335,4
466,only_none,417.0,150,0,7,2.9166666666666665,3
467,only_none,515.0,100,1,7,3.25,3
468,only_none,545.0,90,2,7,2.75,3
469,only_none,441.0,170,2,9,3.3333333333333335,4
470,only_none,425.0,150,0,9,4.0,4
471,only_none,537.0,150,0,8,3.0,4
472,only_none,530.0,130,1,8,3.4166666666666665,4
473,only_none,510.0,160,2,5,2.75,3
474,only_none,457.0,140,2,6,3.1666666666666665,3
475,only_none,352.0,170,1,5,3.4166666666666665,4
476,only_none,509.0,120,1,8,3.25,4
477,only_none,472.0,150,0,5,2.5833333333333335,2
478,only_none,372.0,160,0,7,3.1666666666666665,3
479,only_none,520.0,160,0,8,3.25,4
480,only_none,393.0,180,0,9,3.3333333333333335,4
481,only_none,475.0,140,1,10,3.5,3
482,only_none,473.0,140,0,4,3.0833333333333335,3
483,only_none,452.0,140,0,9,3.0,3
484,only_none,523.0,170,0,6,2.0,2
485,only_none,463.0,160,2,7,3.0,3
486,only_none,444.0,140,1,6,3.0833333333333335,3
487,only_none,556.0,160,1,7,3.5,4
488,only_none,482.0,130,2,7,2.9166666666666665,3
489,only_none,607.0,170,2,6,3.25,4
490,only_none,509.0,130,0,7,3.4166666666666665,3
491,only_none,616.0,150,0,9,4.0,4
492,only_none,521.0,140,0,8,3.4166666666666665,4
493,only_none,435.0,160,1,8,2.9166666666666665,3
494,only_none,560.0,150,2,6,2.4166666666666665,2
495,only_none,465.0,130,2,6,3.1666666666666665,4
496,only_none,456.0,150,1,9,3.1666666666666665,3
497,only_none,446.0,170,2,10,4.0,4
498,only_none,593.0,160,0,5,2.5,4
499,only_none,414.0,160,0,10,3.9166666666666665,4
500,only_notification,507.0,110,1,0,3.1666666666666665,3
501,only_notification,509.0,150,0,0,2.5,3
502,only_notification,574.0,150,0,0,3.0,3
503,only_notification,445.0,160,0,0,4.333333333333333,5
504,only_notification,436.0,120,1,3,2.3333333333333335,2
505,only_notification,568.0,170,0,2,3.8333333333333335,4
506,only_notification,537.0,130,0,0,3.25,3
507,only_notification,563.0,140,0,1,2.8333333333333335,3
508,only_notification,452.0,160,0,0,3.0,3
509,only_notification,471.0,140,1,0,3.0,2
510,only_notification,591.0,170,1,1,2.8333333333333335,3
511,only_notification,532.0,170,0,0,3.0,2
512,only_notification,618.0,140,0,0,2.6666666666666665,2
513,only_notification,611.0,150,0,2,3.4166666666666665,2
514,only_notification,561.0,170,0,0,3.0,2
515,only_notification,469.0,150,0,1,3.0,3
516,only_notification,542.0,120,1,2,2.0,2
517,only_notification,575.0,140,0,0,3.0833333333333335,3
518,only_notification,563.0,170,0,0,2.6666666666666665,3
519,only_notification,435.0,140,0,0,3.4166666666666665,3
520,only_notification,604.0,170,1,1,3.0,3
521,only_notification,497.0,160,0,1,2.75,3
522,only_notification,573.0,160,0,1,2.3333333333333335,2
523,only_notification,510.0,170,0,0,3.6666666666666665,3
524,only_notification,471.0,150,0,1,3.5,2
525,only_notification,536.0,140,0,0,2.5833333333333335,2
526,only_notification,443.0,180,0,1,3.25,3
527,only_notification,601.0,120,0,1,2.9166666666666665,3
528,only_notification,499.0,140,0,0,3.5833333333333335,3
529,only_notification,457.0,200,0,1,3.0,3
530,only_notification,544.0,170,0,1,2.1666666666666665,2
531,only_notification,603.0,110,0,0,2.6666666666666665,3
532,only_notification,485.0,180,2,1,2.6666666666666665,3
533,only_notification,518.0,160,0,1,2.6666666666666665,2
534,only_notification,490.0,160,0,2,3.6666666666666665,4
535,only_notification,543.0,140,0,1,3.0,3
536,only_notification,504.0,140,0,0,2.8333333333333335,3
537,only_notification,563.0,160,1,2,2.4166666666666665,3
538,only_notification,488.0,160,0,2,3.0,3
539,only_notification,499.0,160,0,0,3.8333333333333335,4
